Location,FIPS Code,Percent Change in Mortality Risk
Habersham County,13137,-55.19035474
Hall County,13139,-50.03297619
Hancock County,13141,-48.08832995
Haralson County,13143,-53.70998963
Harris County,13145,-62.36172768
Hart County,13147,-52.38241847
Heard County,13149,-48.06804518
Henry County,13151,-56.73499582
Houston County,13153,-55.8442906
Irwin County,13155,-60.4176645
Jackson County,13157,-57.96891119
Jasper County,13159,-50.19000099
Jeff Davis County,13161,-64.16684276
Jefferson County,13163,-57.49287561
Jenkins County,13165,-55.26968467
Johnson County,13167,-55.50757706
Jones County,13169,-51.83333553
Lamar County,13171,-63.42483247
Lanier County,13173,-52.85077706
Laurens County,13175,-49.87371308
Lee County,13177,-66.68470319
Liberty County,13179,-49.64817028
Lincoln County,13181,-63.50410173
Long County,13183,-58.5761578
Lowndes County,13185,-57.21450127
Lumpkin County,13187,-45.73238632
McDuffie County,13189,-63.61794923
McIntosh County,13191,-53.55135008
Macon County,13193,-59.07795683
Madison County,13195,-55.32575884
Marion County,13197,-63.68134365
Meriwether County,13199,-53.01282628
Miller County,13201,-56.2053792
Mitchell County,13205,-48.06989044
Monroe County,13207,-55.99291285
Montgomery County,13209,-54.15770406
Morgan County,13211,-49.19245339
Murray County,13213,-49.3847504
Muscogee County,13215,-50.77969689
Newton County,13217,-51.59833339
Oconee County,13219,-66.18363416
Oglethorpe County,13221,-52.97085544
Paulding County,13223,-70.23156435
Peach County,13225,-46.43933471
Pickens County,13227,-65.93113901
Pierce County,13229,-59.38463018
Pike County,13231,-46.32067959
Polk County,13233,-56.50442689
Pulaski County,13235,-52.18607454
Putnam County,13237,-53.82982758
Quitman County,13239,-62.97466283
Rabun County,13241,-64.19567838
Randolph County,13243,-53.11996787
Richmond County,13245,-59.73650422
Rockdale County,13247,-58.55551443
Schley County,13249,-40.53674907
Screven County,13251,-64.52841818
Seminole County,13253,-55.10152777
Spalding County,13255,-52.9518751
Stephens County,13257,-59.25881284
Stewart County,13259,-58.74216835
Sumter County,13261,-54.01885549
Talbot County,13263,-52.16539875
Taliaferro County,13265,-53.92025793
Tattnall County,13267,-51.11307232
Taylor County,13269,-45.92595607
Telfair County,13271,-55.91217816
Terrell County,13273,-53.1304233
Thomas County,13275,-56.92942705
Tift County,13277,-48.72265892
Toombs County,13279,-56.36243322
Towns County,13281,-52.72617422
Treutlen County,13283,-55.31358961
Troup County,13285,-55.8500483
Turner County,13287,-56.87903376
Twiggs County,13289,-62.64587418
Union County,13291,-55.54617586
Upson County,13293,-53.51750963
Walker County,13295,-49.77947297
Walton County,13297,-67.35061111
Ware County,13299,-51.09632181
Warren County,13301,-46.10850783
Washington County,13303,-61.06882712
Wayne County,13305,-54.20112561
Webster County,13307,-51.28864562
Wheeler County,13309,-56.16029185
White County,13311,-61.20763088
Whitfield County,13313,-55.59331352
Wilcox County,13315,-56.37731168
Wilkes County,13317,-45.97691517
Wilkinson County,13319,-55.06354457
Worth County,13321,-55.62568219
Hawaii County,15001,-59.71763763
Honolulu County,15003,-59.45778306
Kalawao County,15005,-61.13189446
Kauai County,15007,-52.55754053
Maui County,15009,-57.05769312
Ada County,16001,-53.43865019
Adams County,16003,-51.44569959
Bannock County,16005,-45.54798629
Bear Lake County,16007,-63.41247669
Benewah County,16009,-58.60314391
Bingham County,16011,-62.01047591
Blaine County,16013,-51.48489054
Boise County,16015,-56.52096207
Bonner County,16017,-52.18418362
Bonneville County,16019,-59.96776629
Boundary County,16021,-59.4177373
Butte County,16023,-50.18670104
Camas County,16025,-53.21779881
Canyon County,16027,-51.85733173
Caribou County,16029,-41.37079685
Cassia County,16031,-54.18811962
Clark County,16033,-51.30365802
Clearwater County,16035,-54.71487656
Custer County,16037,-58.355883
Elmore County,16039,-50.89858923
Franklin County,16041,-54.24834731
Fremont County,16043,-59.5925514
Gem County,16045,-49.97671757
Gooding County,16047,-55.11312205
Idaho County,16049,-50.26972064
Jefferson County,16051,-49.82112111
Jerome County,16053,-44.92288471
Kootenai County,16055,-53.17832407
Latah County,16057,-55.07507213
Lemhi County,16059,-50.17244333
Lewis County,16061,-55.61391956
Lincoln County,16063,-52.66874175
Madison County,16065,-45.76120784
Minidoka County,16067,-46.48546051
Nez Perce County,16069,-53.81361375
Oneida County,16071,-47.21353528
Owyhee County,16073,-49.3223152
Payette County,16075,-54.44665319
Power County,16077,-53.27096169
Shoshone County,16079,-63.83311542
Teton County,16081,-56.54786136
Twin Falls County,16083,-51.2849034
Valley County,16085,-56.69234828
Washington County,16087,-53.09548858
Adams County,17001,-52.58749682
Alexander County,17003,-55.09739795
Bond County,17005,-56.30159434
Boone County,17007,-57.65706503
Brown County,17009,-57.67568499
Bureau County,17011,-56.41473389
Calhoun County,17013,-56.74084533
Carroll County,17015,-56.41473389
Cass County,17017,-60.28376564
Champaign County,17019,-59.72993315
Christian County,17021,-49.64286072
Clark County,17023,-54.58482785
Clay County,17025,-51.23299455
Clinton County,17027,-54.71320684
Coles County,17029,-65.09233922
Cook County,17031,-62.73220901
Crawford County,17033,-58.55605316
Cumberland County,17035,-55.36852203
DeKalb County,17037,-51.32759922
De Witt County,17039,-59.33293572
Douglas County,17041,-62.75155954
DuPage County,17043,-54.06424104
Edgar County,17045,-51.29502871
Edwards County,17047,-52.73424652
Effingham County,17049,-59.07490018
Fayette County,17051,-55.42469225
Ford County,17053,-61.5526369
Franklin County,17055,-56.10269764
Fulton County,17057,-57.59539315
Gallatin County,17059,-61.58725465
Greene County,17061,-54.45414976
Grundy County,17063,-51.41817379
Hamilton County,17065,-58.24127664
Hancock County,17067,-60.34182316
Hardin County,17069,-49.85960959
Henderson County,17071,-57.26638934
Henry County,17073,-58.77865017
Iroquois County,17075,-59.86021987
Jackson County,17077,-59.28399447
Jasper County,17079,-56.29463423
Jefferson County,17081,-60.13564072
Jersey County,17083,-52.81808672
Jo Daviess County,17085,-54.4667062
Johnson County,17087,-58.02841988
Kane County,17089,-56.57000057
Kankakee County,17091,-53.71437715
Kendall County,17093,-53.22182284
Knox County,17095,-53.23228739
Lake County,17097,-65.62564188
LaSalle County,17099,-49.38560145
Lawrence County,17101,-67.10216189
Lee County,17103,-53.4807084
Livingston County,17105,-59.38084061
Logan County,17107,-50.80154274
McDonough County,17109,-58.05002987
McHenry County,17111,-59.3615997
McLean County,17113,-53.58252348
Macon County,17115,-58.70637066
Macoupin County,17117,-57.24854589
Madison County,17119,-58.88406108
Marion County,17121,-52.44722924
Marshall County,17123,-60.73653722
Mason County,17125,-54.29824601
Massac County,17127,-51.01142694
Menard County,17129,-51.77926201
Mercer County,17131,-57.07811121
Monroe County,17133,-56.33089697
Montgomery County,17135,-63.72169616
Morgan County,17137,-52.96489593
Moultrie County,17139,-56.07010311
Ogle County,17141,-58.28515633
Peoria County,17143,-53.76485308
Perry County,17145,-56.33650909
Piatt County,17147,-66.01772983
Pike County,17149,-53.66720459
Pope County,17151,-47.08132464
Pulaski County,17153,-55.8311115
Putnam County,17155,-56.53112971
Randolph County,17157,-48.79475585
Richland County,17159,-49.28023738
Rock Island County,17161,-52.12707791
Saint Clair County,17163,-47.61292826
Saline County,17165,-53.1957859
Sangamon County,17167,-53.0996564
Schuyler County,17169,-49.81660624
Scott County,17171,-59.14412177
Shelby County,17173,-48.66408551
Stark County,17175,-56.30181809
Stephenson County,17177,-57.11339474
Tazewell County,17179,-48.63905347
Union County,17181,-56.51744447
Vermilion County,17183,-54.50176281
Wabash County,17185,-50.87334908
Warren County,17187,-55.94376509
Washington County,17189,-61.33418536
Wayne County,17191,-52.2790106
White County,17193,-66.87388523
Whiteside County,17195,-56.29943932
Will County,17197,-62.75136549
Williamson County,17199,-51.01773424
Winnebago County,17201,-65.07725172
Woodford County,17203,-52.83545987
Adams County,18001,-49.96476763
Allen County,18003,-57.21202136
Bartholomew County,18005,-48.9347011
Benton County,18007,-55.96498807
Blackford County,18009,-55.17337211
Boone County,18011,-62.03063707
Brown County,18013,-59.25191256
Carroll County,18015,-54.41316581
Cass County,18017,-53.41320776
Clark County,18019,-54.16933068
Clay County,18021,-52.90427591
Clinton County,18023,-46.21134016
Crawford County,18025,-49.59162843
Daviess County,18027,-50.83168651
Dearborn County,18029,-56.41778149
Decatur County,18031,-57.24404396
DeKalb County,18033,-63.16509033
Delaware County,18035,-53.14320327
Dubois County,18037,-55.63447817
Elkhart County,18039,-52.70610332
Fayette County,18041,-57.56708124
Floyd County,18043,-55.39561038
Fountain County,18045,-54.94535168
Franklin County,18047,-57.12514027
Fulton County,18049,-52.97159205
Gibson County,18051,-52.43627457
Grant County,18053,-49.91897574
Greene County,18055,-55.83367849
Hamilton County,18057,-53.3726719
Hancock County,18059,-54.32676994
Harrison County,18061,-59.1395953
Hendricks County,18063,-59.49121028
Henry County,18065,-48.47201177
Howard County,18067,-56.15615836
Huntington County,18069,-57.83286895
Jackson County,18071,-53.83975032
Jasper County,18073,-58.22307811
Jay County,18075,-51.734864
Jefferson County,18077,-57.71545668
Jennings County,18079,-53.67875501
Johnson County,18081,-48.22141381
Knox County,18083,-50.20626981
Kosciusko County,18085,-56.61983064
LaGrange County,18087,-51.73571345
Lake County,18089,-57.46687231
LaPorte County,18091,-48.22139276
Lawrence County,18093,-50.62847009
Madison County,18095,-57.38828611
Marion County,18097,-63.7577615
Marshall County,18099,-51.9577284
Martin County,18101,-54.62452468
Miami County,18103,-56.42553658
Monroe County,18105,-55.00096464
Montgomery County,18107,-56.13815104
Morgan County,18109,-53.86150671
Newton County,18111,-54.5432624
Noble County,18113,-53.30393266
Ohio County,18115,-54.84058659
Orange County,18117,-56.24252362
Owen County,18119,-58.20691323
Parke County,18121,-54.84301068
Perry County,18123,-53.49672495
Pike County,18125,-52.58101029
Porter County,18127,-55.00655734
Posey County,18129,-51.94640493
Pulaski County,18131,-50.55105102
Putnam County,18133,-57.3644825
Randolph County,18135,-55.53277161
Ripley County,18137,-54.35313135
Rush County,18139,-52.38053018
Saint Joseph County,18141,-53.54930692
Scott County,18143,-55.70884088
Shelby County,18145,-47.41154438
Spencer County,18147,-52.07524512
Starke County,18149,-53.4088593
Steuben County,18151,-54.30770182
Sullivan County,18153,-49.84074154
Switzerland County,18155,-53.66246442
Tippecanoe County,18157,-50.65112288
Tipton County,18159,-49.94523862
Union County,18161,-65.42622539
Vanderburgh County,18163,-58.79481124
Vermillion County,18165,-54.04874899
Vigo County,18167,-60.24531973
Wabash County,18169,-52.62342356
Warren County,18171,-54.4834331
Warrick County,18173,-52.42988122
Washington County,18175,-46.58503295
Wayne County,18177,-54.72053559
Wells County,18179,-52.78348879
White County,18181,-49.95006332
Whitley County,18183,-45.32348237
Adair County,19001,-55.02120927
Adams County,19003,-50.57486238
Allamakee County,19005,-54.02157622
Appanoose County,19007,-57.4020317
Audubon County,19009,-58.30400673
Benton County,19011,-54.29680015
Black Hawk County,19013,-51.06530342
Boone County,19015,-51.78581467
Bremer County,19017,-54.6157177
Buchanan County,19019,-55.50072301
Buena Vista County,19021,-54.65384793
Butler County,19023,-56.57160508
Calhoun County,19025,-60.00603755
Carroll County,19027,-54.12766251
Cass County,19029,-50.86622024
Cedar County,19031,-52.76885505
Cerro Gordo County,19033,-52.97494911
Cherokee County,19035,-54.15995697
Chickasaw County,19037,-49.06385165
Clarke County,19039,-40.46607526
Clay County,19041,-56.40086017
Clayton County,19043,-54.04016778
Clinton County,19045,-55.01486413
Crawford County,19047,-56.27569183
Dallas County,19049,-57.66812862
Davis County,19051,-52.69421195
Decatur County,19053,-53.08291665
Delaware County,19055,-54.43673863
Des Moines County,19057,-52.63215632
Dickinson County,19059,-55.24459669
Dubuque County,19061,-55.10017357
Emmet County,19063,-40.55199641
Fayette County,19065,-54.80166023
Floyd County,19067,-58.53334151
Franklin County,19069,-46.28560043
Fremont County,19071,-57.5666609
Greene County,19073,-51.36154969
Grundy County,19075,-50.22909577
Guthrie County,19077,-58.13657379
Hamilton County,19079,-55.46926878
Hancock County,19081,-52.4236333
Hardin County,19083,-53.47661017
Harrison County,19085,-50.97742366
Henry County,19087,-52.40606757
Howard County,19089,-51.05428931
Humboldt County,19091,-58.37982542
Ida County,19093,-58.12643688
Iowa County,19095,-45.78241371
Jackson County,19097,-50.19237932
Jasper County,19099,-55.6004058
Jefferson County,19101,-57.60260698
Johnson County,19103,-55.20583865
Jones County,19105,-51.37424273
Keokuk County,19107,-53.00252026
Kossuth County,19109,-57.84976452
Lee County,19111,-53.07244879
Linn County,19113,-54.24312642
Louisa County,19115,-59.57960248
Lucas County,19117,-57.99285039
Lyon County,19119,-50.83581223
Madison County,19121,-62.39453786
Mahaska County,19123,-55.38413527
Marion County,19125,-59.54145345
Marshall County,19127,-54.39732195
Mills County,19129,-58.2004075
Mitchell County,19131,-55.84681093
Monona County,19133,-52.90430924
Monroe County,19135,-58.73589878
Montgomery County,19137,-54.10694913
Muscatine County,19139,-57.60118604
O'Brien County,19141,-59.70835842
Osceola County,19143,-50.32207982
Page County,19145,-56.34741462
Palo Alto County,19147,-61.49219376
Plymouth County,19149,-56.04982193
Pocahontas County,19151,-57.22412726
Polk County,19153,-63.11822072
Pottawattamie County,19155,-57.47381655
Poweshiek County,19157,-50.19279155
Ringgold County,19159,-62.39664741
Sac County,19161,-56.54360246
Scott County,19163,-58.73329236
Shelby County,19165,-61.27491583
Sioux County,19167,-57.20202217
Story County,19169,-57.49426429
Tama County,19171,-56.8755507
Taylor County,19173,-56.16917859
Union County,19175,-58.07138087
Van Buren County,19177,-56.90020131
Wapello County,19179,-56.33283829
Warren County,19181,-57.5331641
Washington County,19183,-56.43661883
Wayne County,19185,-57.75515281
Webster County,19187,-53.72153874
Winnebago County,19189,-53.1035999
Winneshiek County,19191,-53.32275542
Woodbury County,19193,-55.61469123
Worth County,19195,-55.1571449
Wright County,19197,-54.83841957
Allen County,20001,-58.51448471
Anderson County,20003,-58.14735982
Atchison County,20005,-56.91994495
Barber County,20007,-59.37321209
Barton County,20009,-62.24066875
Bourbon County,20011,-59.09442241
Brown County,20013,-59.79946513
Butler County,20015,-60.53826034
Chase County,20017,-51.94270766
Chautauqua County,20019,-59.04454427
Cherokee County,20021,-54.31223726
Cheyenne County,20023,-55.40102165
Clark County,20025,-56.23912318
Clay County,20027,-55.25862207
Cloud County,20029,-57.63276344
Coffey County,20031,-51.91266613
Comanche County,20033,-49.88209878
Cowley County,20035,-54.6402933
Crawford County,20037,-60.03728563
Decatur County,20039,-48.22133663
Dickinson County,20041,-52.85212002
Doniphan County,20043,-49.30165572
Douglas County,20045,-54.36375342
Edwards County,20047,-54.92190459
Elk County,20049,-56.58603549
Ellis County,20051,-53.75455541
Ellsworth County,20053,-56.3036881
Finney County,20055,-56.14684961
Ford County,20057,-58.38346911
Franklin County,20059,-57.86965026
Geary County,20061,-54.75728667
Gove County,20063,-54.16540405
Graham County,20065,-53.48044601
Grant County,20067,-55.90486876
Gray County,20069,-59.90307211
Greeley County,20071,-57.71969717
Greenwood County,20073,-61.22087978
